like_count,quote_count,reply_count,retweet_count,text,topic,sentiment
7,0,0,5,"JUST WHAT WE NEED MORE DOMESTIC INTEL

The CDC will begin compilation and storage of vaccination records on all air, bus, train, and boat travelers.

Before long each institution of government will be its own domestic spy agency.

We should be outraged. Soon, you will comply.",conspiracy theories,negative
1,0,0,0,"GOPrs say it is being ""overhyped.""

Omicron Triggers ‘Unprecedented’ COVID Surge Hitting Under 5s in South Africa https://t.co/Eh0O9Yxge9 #SmartNews",COVID,negative
0,0,1,0,"I got a notice on my tracking number fom Canada Post  aka @canadapostcorp indicating my parcel would not be delivered to my home, for which I paid, but would be sent to a postal outlet 5km away. I called to complain &amp; was told due to COVID and a signature it cud not be delivered",pandemic,negative
2,0,0,0,"Stop vaxxing, risks from vaxx are being created without justification https://t.co/DjRm47HxTe",vaccination,negative
0,0,0,0,Inside Australia's Covid internment camp https://t.co/HdEQWP7GaA via @YouTube Neo Communist tactics.,restrictions,negative
0,0,0,0,Mumbai Police Shares Ranveer Singh’s Dialogue From 83 Smartly Using Bollywood To Highlight Covid Protocols Yet Again! https://t.co/2PnyjXxwb0 https://t.co/VLNMtptqAd,restrictions,positive
3,0,0,1,"THANK YOU @BTS_twt 
I really wish this really a start for  World Tour 2022. Please Covid stay away!!!! https://t.co/aHv12vC5WG",pandemic,negative
0,0,0,0,"Best animal hospital in delhi.
Get your dog regular check up and vaccination with best facilities!                          
Contact us : 9311682333
@theanimalsfriend
. https://t.co/wOmG66RTLi",other,neutral
0,0,0,0,"""Winter Covid, Mexico, Exoplanets: Your Thursday Evening Briefing"" by Remy Tumin | NYT #Briefing https://t.co/xWjnGVkSY8 https://t.co/iJZIHee7in",COVID,neutral
0,0,0,0,"Covid: Pfizer and Moderna jabs give best overall boost, UK trial finds - From BBC News
 https://t.co/e92YKnrHvG",vaccination,neutral
1,0,0,0,"COVID-19 outbreak puts Kaizer Chiefs out of order [Details]
https://t.co/fWRgkxtLHl

Download Now
https://t.co/pzfnvzHIAH",pandemic,neutral
238,0,3,2,"Smaller-nyana throwback 
@covid-19 refe break please, reyakopa https://t.co/JVLFSZ1T4C",pandemic,neutral
0,0,0,0,Roche develops new research test kits for Omicron variant https://t.co/fvYIFybXEc https://t.co/6Iy10TWrEs,testing,neutral
0,0,0,0,"sunriseon7: RT @7NewsAustralia: New South Wales has reported its ninth case of the Omicron variant of COVID-19, with the state’s health body fearing it was acquired in the community. #7NEWS https://t.co/SC8zNDTKye",pandemic,negative
0,0,0,0,South Korea widens vaccine pass requirement as Omicron fears rise https://t.co/TrRDM6VnrC https://t.co/PcxZ0HQCe3,restrictions,neutral
1,0,0,0,"""Pfizer has been hesitant to go into some of the countries because of the liability problems, they don’t have a liability shield."" - World Bank President David Malpass https://t.co/jZn3JoDGHU",conspiracy theories,negative
1,0,0,0,REINER FUELLMICH PRESSER ON NUREMBERG 2.0 &amp; COVID-CRIMES AGAINST HUMANITY (ENGLISH ONLY) https://t.co/kQnHAa2y74 via @BitChute,conspiracy theories,negative
0,0,0,0,COVID negative! Must have been the flu.,testing,positive
5,0,0,0,This Walgreens is so fucking behind I’m about to grab the COVID booster out of the fridge and administer it myself,vaccination,negative
0,0,0,0,Pandemic Worriers Shown to Have Impaired General Cognitive Abilities - Neuroscience News via BrainSights for iOS https://t.co/Cx5yZBUQwR,pandemic,negative
1,0,0,0,"I Really got Covid wtf

I’m vacc and practice generally careful and thorough hygiene. Get your booster if u can people fr 🥺",vaccination,positive
0,1,0,0,"Twitter’s new “consent” rules may not be coincidence considering the harsh covid measures that will be instated in the US after the upcoming holidays. Given the funding bill that was passed with hidden items, an unprecedented amount of things are coming our way. Get supplies now.",conspiracy theories,neutral
0,0,0,0,"I'm just gonna drop this here.
https://t.co/j9BvILCNGd",COVID,neutral
52,2,10,38,"SOS MESSAGE TO THE WORLD FROM LITHUANIA…

In the last month Lithuania became the first country in Europe to enforce Covid Pass restrictions in all society. People without a Covid Pass are banned from most public areas: 
supermarkets, shopping centers, stores, banks, restaurants,",restrictions,negative
0,0,1,0,"I got my 2nd vaccine yesterday, and had no symptoms so I thought I was good… then boom FAT HEADACHE rn 😩",vaccination,negative
1,0,0,1,"The Government has based the handling of the COVID pandemic on flawed assumptions, say 133 doctors, nurses, paramedics and midwives – Covid19 Assembly https://t.co/KHATYoVFne",pandemic,negative
0,0,0,0,2nd dose of Pfizer vaccine kicking my ass. Major nausea and chills and mild headache. #fullyvaccinated #amiimmortalyet https://t.co/2rRWeb8JeH,vaccination,negative
0,0,0,0,"As of: Fri Dec 3 14:01:52 2021

Appointments found at CVS locations in San Diego!

Schedule here:
https://t.co/2f80GMQQ8o",vaccination,neutral
0,0,0,0,"Worryingly close to home, to be sure.
#Omicron
https://t.co/17zmoDtj3M",COVID,negative
0,0,0,0,"https://t.co/SjN3MiRZlz Day 630 of the ""Booster Shot"" only Vaccination and booster shot can help slow down the spread of the virus variants.",vaccination,positive
6,0,1,0,It’s almost as if Vaccine Passports and the jags don’t really prevent the spread of Covid. What a tragedy. https://t.co/sQwohEv5AO,restrictions,negative
8,0,0,2,2021 Hall of Fame ballot and why this year's ballot may have been the toughest ever https://t.co/ObhKGlJ7ke,pandemic,negative
0,0,0,0,"Despite the ongoing vaccination effort, new daily cases of COVID-19 are beginning to rise once again in parts of the United States and t ... https://t.co/JDD7ZZ0C60",pandemic,negative
0,0,0,0,Covid Treatments Are Coming – The New York Times https://t.co/dCxzc6QPJJ,COVID,positive
0,0,1,0,I love all y’all but if I got COVID I ain’t linking wit NOBODY ANY MORE,COVID,neutral
0,0,0,0,5 cases of omicron COVID-19 variant detected in New York https://t.co/aflFkywFSw via @YouTube,pandemic,neutral
18,0,3,0,Getting my very first Covid test today. PCR. Dodged the bullet to this point. Thanks @merrionstreet 😊,testing,positive
12,1,0,9,"We shud think clearly abt our vaccine strategy as what I am hearing is that current vaccines may not work on new variant 

#DeshKiBaatwithRahul",vaccination,negative
17,2,2,3,"The PSL is expected to decide on the request by Kaizer Chiefs to postpone their upcoming matches, following a COVID-19 outbreak at the club's headquarters. @Benji_Sports has the latest.

#Newzroom405 https://t.co/66F7x6X6l7",pandemic,negative
6,0,1,1,Got my third dose of COVID-19 vaccination (Moderna) as a booster and the side effects are.. 🤒😭,vaccination,negative
0,0,0,0,I ask myself: who wants to live in a country that cannot persuade its own population to take the vaccine????,vaccination,negative
0,0,0,0,WATCH: Jeffrey Soffer and Dave Grutman talk hospitality post-Covid and branching into Vegas https://t.co/dhZL40325D,pandemic,neutral
0,0,0,0,"Have you seen the document dump on the Pfizer vaccine data? It's a bombshell. No wonder the FDA fought to keep it hidden for 55 years. 

Here is the quick takeaway: +1200 deaths known in Feb 2021. 

Bear in mind; this is Pfizer's own data. Here's the link: https://t.co/ZqfTh0t1DC",vaccination,negative
0,0,0,0,Diverse doubts: How vaccine scepticism takes root https://t.co/X4VdRvprbY,vaccination,neutral
77,3,6,16,"I predict they will ‘allow’ us Christmas, then #Lockdown which will be blamed on unvaccinated to fan the flames, then introduce mandatory vaccination. #COVID19 #antivaxxers #https://www.theguardian.com/world/2021/dec/02/germany-could-make-covid-vaccination-mandatory-says-merkel",conspiracy theories,negative
1,0,0,0,"Leaked Pfizer Post-Marketing Safety Report https://t.co/csVMQsWQ6z
@EduEngineer",vaccination,negative
0,0,0,0,"True threat posed by omicron ‘unlikely’ to be known until new year, scientists say https://t.co/bn8gXxefLH",COVID,neutral
0,0,0,0,"Trump says Mark Meadows' Covid claim is 'fake news'. Hours later, Meadows agreed

Is #MarkMeadows a liar or afraid of #Trump?  We all know Trump is a #liar so who to believe? 

https://t.co/qvOpmCEZyj",conspiracy theories,neutral
21,0,7,3,My son needs surgery ASAP. We’re scared how long it may be delayed. To be at Banner University Medical Center. We’ve already seen a crushing load of Covid patients there. AZ has 3k new reported cases daily. https://t.co/dFASuA1UjE,pandemic,negative
0,0,0,0,"Alex Jones Show (Hour 1), Wed., 12-1-21:  Judge Orders Pfizer, FDA to release Vax documents https://t.co/V1URARL4kT via @BitChute 

i have already seen this happening .. since i was young; they stole my mom and all of us 5 children- damaged her radically for protecting us km",vaccination,negative
12,0,1,1,COVID is the second largest virus in our country. The largest Virus is @GOP.,other,negative
1,0,0,0,"Latest from Japan and beyond on the #coronavirus pandemic

* Auckland exits lockdown as New Zealand adopts new COVID strategy

↓More #CoronavirusUpadates↓
https://t.co/eBbUN8fHqI https://t.co/X9oHpLoArt",restrictions,neutral
0,0,1,0,HAPPY NATIONAL FLUENZA VACCINATION WEEK! https://t.co/XY4dzahtI2,vaccination,positive
7,0,0,2,"Geezus, Pro-Vaxxers!
We have frikkin’ Boosters.

Not only is the vaccine losing efficacy, but your pro-vax case is also losing efficacy.",vaccination,negative
0,0,0,0,"Flu ya masepa wena!

You guys have Covid-19 and y'all are busy calling it Flu! https://t.co/dk5tzDqtGS",conspiracy theories,negative
0,0,0,0,Concerns raised about legitimacy of research linking vaccines and heart attacks - via @FullFact: https://t.co/P68sevymN8,vaccination,negative
0,0,0,0,"In order to enhance the fight against the pandemic, Kiambu County Released a list of facilities where by the  Residents can access Covid-19 Vaccines and get the jab.
#GovNyoroOnHealth https://t.co/s2h3itphN4",COVID,neutral
0,0,0,0,20 stone bird moaning about covid 😂 I think fat jabbed people should be fined for not going to the gym #fatandjabbed,conspiracy theories,neutral
0,0,0,0,Travelling to Spain During COVID-19: Here’s What You Need to Know https://t.co/cEbQ4mTXo5 via @schengen_info,pandemic,negative
0,0,0,0,"Kayleigh is truly an idiot.

https://t.co/Eod8aHFy3F",vaccination,negative
0,0,0,0,"So does Covid 19, in our small community several have had it twice. https://t.co/82lGYCQsfE",other,negative
6,3,0,3,"The Nanox.ARC advanced imaging system provides 3-D digital imaging which could rapidly diagnose pneumonia caused by COVID-19.

https://t.co/s8iWLoM2JQ",restrictions,neutral
0,0,0,0,"Brittany Drake of Norman, Oklahoma dies of COVID https://t.co/pFMYRPLQvi",vaccination,positive
0,0,0,0,"That awkward moment when the Govt releases “guidance” for something they’ve spent months calling a Conspiracy Theory 

https://t.co/obXneWrNaC",vaccination,negative
0,0,0,0,Covid hospitalizations from delta variant creep up again across America as omicron lands in U.S. https://t.co/B3bGrjxcua,conspiracy theories,negative
0,0,0,0,Covid: Trigger of rare blood clots with AstraZeneca jab found by scientists - BBC News https://t.co/RdRT66fjpV,vaccination,negative
0,0,0,0,"Compare The Democrat’s Covid Plan v The Republican Plan:

Then Vote Accordingly in 2022 https://t.co/77QinDf1nM",COVID,neutral
0,0,0,0,"We're in crazy town again

Ex-chief of staff Mark Meadows retweets Trump statement accusing him of lying about positive Covid test https://t.co/sLyAHSkzsY #SmartNews",conspiracy theories,neutral
5,0,0,1,"Việt Nam, China foreign ministers hold talks on trade, South China Sea, and COVID-19 vaccine cooperation

https://t.co/5BDvAZhuYR https://t.co/34sdvJNoHn",pandemic,negative
0,0,0,0,The Covid 'vaccine' has caused a pandemic https://t.co/2LGONr1mW6,vaccination,negative
20,0,3,0,"I kind of really hate being mentally ill, since I survived covid my mental health has just been kind of a steep dive and I've hit the point where I have severe anhedonia, no libido, and my brain is increasingly telling me just to detach from everyone and disappear. S'no good.",other,negative
0,0,0,0,"Lawsuit against SDUSD filed by Let Them Choose activist group, opposing student vaccine mandate – https://t.co/0jHRXL2Vvu",restrictions,neutral
1,1,0,0,"I wonder what the next will be name. ""Im being used.""

""President Biden unveils winter COVID-19 plans amid the omicron variant’s spread""  https://t.co/cGPDByt1c7",vaccination,positive
0,0,0,0,"Every war the US government wages is an endless war. War on Covid, War on Terrorism, War on Drugs. We give them more money and power and we get… well we get fucked.",vaccination,negative
0,0,0,0,Latest news updates: South Korea reimposes social restrictions as Covid cases climb - Financial Times https://t.co/2cX1NQN8i9 来自 @GoogleNews,conspiracy theories,negative
1,0,0,0,"Well we’ve tested positive for covid but my husband has barely had more than a slight cough so thank you God for mild symptoms that have mostly gone away now. Now to isolate, the most painful part of this process 😩",vaccination,negative
4,0,0,0,"ICYMI: U.S. slashing 72-hour COVID-19 test window to all air travellers, including Canadians https://t.co/g7aoDdVs4q https://t.co/kF1yb6m2HM",COVID,neutral
2,0,0,1,"Help reduce levels of Covid-19 by collecting a Lateral Flow Test today at Raploch Community Campus between 9.30am-4.30pm.

On site testing is also offered.

➡️ Raploch Community Campus, FK7 7BL.
⌚ 9.30am-4.30pm.

🔗 For all testing locations &amp; times see: https://t.co/S2jQD9Wcbi. https://t.co/MbKtcxNDU8",conspiracy theories,neutral
1,0,0,0,"Multiple variants of the SARS-CoV-2 virus are being closely monitored due to their potential effects on public health. Learn how they differ from the original virus, what this might mean regarding their impact on COVID-19 vaccines and treatments. https://t.co/al4GwQb8b2",pandemic,negative
4,2,1,4,"OMICRON OUTBREAK: WHAT SHOULD INDIA DO NOW?
""The reality is that when we have a spread of any of these COVID variants, the major focus should be vaccination, social distancing &amp; wearing masks"": Prof. Nivesh Sewlall, Intensive Care &amp; Pulmonologist to @HeenaGambhir https://t.co/AM0sgHEMPs",vaccination,negative
4,0,0,1,"Women with disabilities are at a high risk for #GenderBasedViolence, especially during the COVID pandemic.

Dec 3 is #InternationalDayofPersonswithDisabilities - women with disabilities have the right to live safely and free of violence.

#InclusionMeans #16Days https://t.co/agnagfLZIv",other,negative
